id,focus,signal,slack,drag,confidence,score,lane
l001,dirty state,35,33,6,25,137,watch
l002,guard slack,35,34,6,55,169,watch
l003,layout drift,35,35,6,85,201,ship
l004,allocation pressure,35,36,18,25,95,hold
l005,dirty state,35,37,18,55,127,watch
l006,guard slack,35,38,18,85,159,watch
l007,layout drift,35,39,34,25,37,hold
l008,allocation pressure,35,40,34,55,69,hold
l009,dirty state,35,41,34,85,101,hold
l010,guard slack,60,42,6,25,205,ship
l011,layout drift,60,43,6,55,237,ship
l012,allocation pressure,60,44,6,85,269,ship
l013,dirty state,60,45,18,25,163,watch
l014,guard slack,60,46,18,55,195,ship
l015,layout drift,60,47,18,85,227,ship
l016,allocation pressure,60,48,34,25,105,hold
l017,dirty state,60,32,34,55,103,hold
l018,guard slack,60,33,34,85,135,watch
l019,layout drift,85,34,6,25,239,ship
l020,allocation pressure,85,35,6,55,271,ship
l021,dirty state,85,36,6,85,303,ship
l022,guard slack,85,37,18,25,197,ship
l023,layout drift,85,38,18,55,229,ship
l024,allocation pressure,85,39,18,85,261,ship
l025,dirty state,85,40,34,25,139,watch
l026,guard slack,85,41,34,55,171,watch
l027,layout drift,85,42,34,85,203,ship
